"","County","Lake","Date","Month","Day","Year","Station","TP","TN","CHL","SECCHI_ft","SECCHI_2","Color","Cond_uS","Cond_mS","Lake_County"
"231","Alachua","Alto","08/19/1990",8,19,1990,3,16,570,10,6.2,NA,NA,NA,NA,"Alto Alachua"
"232","Alachua","Alto","09/15/1990",9,15,1990,1,11,560,12,6.6,NA,NA,NA,NA,"Alto Alachua"
"233","Alachua","Alto","09/15/1990",9,15,1990,2,11,370,12,6.6,NA,NA,NA,NA,"Alto Alachua"
"234","Alachua","Alto","09/15/1990",9,15,1990,3,10,540,12,6.6,NA,NA,NA,NA,"Alto Alachua"
"235","Alachua","Alto","10/28/1990",10,28,1990,1,11,400,8,7.2,NA,NA,NA,NA,"Alto Alachua"
"236","Alachua","Alto","10/28/1990",10,28,1990,2,10,490,7,7.2,NA,NA,NA,NA,"Alto Alachua"
"237","Alachua","Alto","10/28/1990",10,28,1990,3,14,500,6,7.2,NA,NA,NA,NA,"Alto Alachua"
"238","Alachua","Alto","11/11/1990",11,11,1990,1,12,490,7,7.2,NA,NA,NA,NA,"Alto Alachua"
"239","Alachua","Alto","11/11/1990",11,11,1990,2,12,500,6,7.2,NA,NA,NA,NA,"Alto Alachua"
"240","Alachua","Alto","11/11/1990",11,11,1990,3,12,470,7,7.2,NA,NA,NA,NA,"Alto Alachua"
"241","Alachua","Alto","12/16/1990",12,16,1990,1,10,480,5,6.9,NA,NA,NA,NA,"Alto Alachua"
"242","Alachua","Alto","12/16/1990",12,16,1990,2,10,450,5,6.9,NA,NA,NA,NA,"Alto Alachua"
"243","Alachua","Alto","12/16/1990",12,16,1990,3,10,560,5,6.9,NA,NA,NA,NA,"Alto Alachua"
"244","Alachua","Alto","01/13/1991",1,13,1991,1,19,610,19,3.3,NA,NA,NA,NA,"Alto Alachua"
"245","Alachua","Alto","01/13/1991",1,13,1991,2,21,660,16,3.3,NA,NA,NA,NA,"Alto Alachua"
"246","Alachua","Alto","01/13/1991",1,13,1991,3,18,610,16,3.3,NA,NA,NA,NA,"Alto Alachua"
"247","Alachua","Alto","03/23/1991",3,23,1991,1,27,410,17,2.8,NA,NA,NA,NA,"Alto Alachua"
"248","Alachua","Alto","03/23/1991",3,23,1991,2,20,350,16,2.8,NA,NA,NA,NA,"Alto Alachua"
"249","Alachua","Alto","03/23/1991",3,23,1991,3,20,360,15,2.5,NA,NA,NA,NA,"Alto Alachua"
"250","Alachua","Alto","04/24/1991",4,24,1991,1,26,350,26,2.8,NA,NA,NA,NA,"Alto Alachua"
"251","Alachua","Alto","04/24/1991",4,24,1991,2,26,370,23,3,NA,NA,NA,NA,"Alto Alachua"
"252","Alachua","Alto","04/24/1991",4,24,1991,3,25,370,22,3,NA,NA,NA,NA,"Alto Alachua"
"253","Alachua","Alto","05/13/1991",5,13,1991,1,21,560,21,4.3,NA,NA,NA,NA,"Alto Alachua"
"254","Alachua","Alto","05/13/1991",5,13,1991,2,19,570,19,4.3,NA,NA,NA,NA,"Alto Alachua"
"255","Alachua","Alto","05/13/1991",5,13,1991,3,20,570,20,4,NA,NA,NA,NA,"Alto Alachua"
"256","Alachua","Alto","06/25/1991",6,25,1991,1,18,680,16,5,NA,NA,NA,NA,"Alto Alachua"
"257","Alachua","Alto","06/25/1991",6,25,1991,2,17,650,17,4.3,NA,NA,NA,NA,"Alto Alachua"
"258","Alachua","Alto","06/25/1991",6,25,1991,3,16,680,13,4.3,NA,NA,NA,NA,"Alto Alachua"
"259","Alachua","Alto","07/14/1991",7,14,1991,1,19,690,20,5.3,NA,NA,NA,NA,"Alto Alachua"
"260","Alachua","Alto","07/14/1991",7,14,1991,2,15,630,14,5,NA,NA,NA,NA,"Alto Alachua"
"261","Alachua","Alto","07/14/1991",7,14,1991,3,17,650,19,5.3,NA,NA,NA,NA,"Alto Alachua"
"262","Alachua","Alto","08/26/1991",8,26,1991,1,16,600,13,6,NA,NA,NA,NA,"Alto Alachua"
"263","Alachua","Alto","08/26/1991",8,26,1991,2,17,630,11,6.3,NA,NA,NA,NA,"Alto Alachua"
"264","Alachua","Alto","08/26/1991",8,26,1991,3,18,660,11,6,NA,NA,NA,NA,"Alto Alachua"
"265","Alachua","Alto","09/26/1991",9,26,1991,1,14,650,14,6.5,NA,NA,NA,NA,"Alto Alachua"
"266","Alachua","Alto","09/26/1991",9,26,1991,2,16,610,14,6.5,NA,NA,NA,NA,"Alto Alachua"
"267","Alachua","Alto","09/26/1991",9,26,1991,3,14,630,11,6.5,NA,NA,NA,NA,"Alto Alachua"
"268","Alachua","Alto","10/20/1991",10,20,1991,1,13,610,11,8,NA,NA,NA,NA,"Alto Alachua"
"269","Alachua","Alto","10/20/1991",10,20,1991,2,11,620,8,7.5,NA,NA,NA,NA,"Alto Alachua"
"270","Alachua","Alto","10/20/1991",10,20,1991,3,11,610,8,8,NA,NA,NA,NA,"Alto Alachua"
"271","Alachua","Alto","11/17/1991",11,17,1991,1,13,530,6,9.5,NA,NA,NA,NA,"Alto Alachua"
"272","Alachua","Alto","11/17/1991",11,17,1991,2,12,550,6,8.8,NA,NA,NA,NA,"Alto Alachua"
"273","Alachua","Alto","11/17/1991",11,17,1991,3,13,550,5,9,NA,NA,NA,NA,"Alto Alachua"
"274","Alachua","Alto","12/22/1991",12,22,1991,1,10,500,7,8,NA,NA,NA,NA,"Alto Alachua"
"275","Alachua","Alto","12/22/1991",12,22,1991,2,11,580,8,8,NA,NA,NA,NA,"Alto Alachua"
"276","Alachua","Alto","12/22/1991",12,22,1991,3,10,580,9,7.5,NA,NA,NA,NA,"Alto Alachua"
"277","Alachua","Alto","01/21/1992",1,21,1992,1,16,520,8,6.5,NA,NA,NA,NA,"Alto Alachua"
"278","Alachua","Alto","01/21/1992",1,21,1992,2,16,530,6,7,NA,NA,NA,NA,"Alto Alachua"
"279","Alachua","Alto","01/21/1992",1,21,1992,3,15,540,4,7.5,NA,NA,NA,NA,"Alto Alachua"
"280","Alachua","Alto","02/24/1992",2,24,1992,1,12,570,8,5.8,NA,NA,NA,NA,"Alto Alachua"
"281","Alachua","Alto","02/24/1992",2,24,1992,2,14,590,9,5.8,NA,NA,NA,NA,"Alto Alachua"
"282","Alachua","Alto","02/24/1992",2,24,1992,3,15,540,9,5.3,NA,NA,NA,NA,"Alto Alachua"
"283","Alachua","Alto","03/22/1992",3,22,1992,1,14,600,6,4.3,NA,NA,NA,NA,"Alto Alachua"
"284","Alachua","Alto","03/22/1992",3,22,1992,2,14,510,8,4.3,NA,NA,NA,NA,"Alto Alachua"
"285","Alachua","Alto","03/22/1992",3,22,1992,3,13,630,8,4.5,NA,NA,NA,NA,"Alto Alachua"
"286","Alachua","Alto","04/19/1992",4,19,1992,1,20,640,6,4.5,NA,NA,NA,NA,"Alto Alachua"
"287","Alachua","Alto","04/19/1992",4,19,1992,2,19,590,7,4.5,NA,NA,NA,NA,"Alto Alachua"
"288","Alachua","Alto","04/19/1992",4,19,1992,3,18,600,6,4.5,NA,NA,NA,NA,"Alto Alachua"
"289","Alachua","Alto","05/17/1992",5,17,1992,1,20,590,11,5,NA,NA,NA,NA,"Alto Alachua"
"290","Alachua","Alto","05/17/1992",5,17,1992,2,19,610,9,5,NA,NA,NA,NA,"Alto Alachua"
"291","Alachua","Alto","05/17/1992",5,17,1992,3,20,630,12,5,NA,NA,NA,NA,"Alto Alachua"
"292","Alachua","Alto","06/14/1992",6,14,1992,1,18,610,12,5.3,NA,NA,NA,NA,"Alto Alachua"
"293","Alachua","Alto","06/14/1992",6,14,1992,2,18,590,11,5.5,NA,NA,NA,NA,"Alto Alachua"
"294","Alachua","Alto","06/14/1992",6,14,1992,3,19,560,9,5.5,NA,NA,NA,NA,"Alto Alachua"
"295","Alachua","Alto","07/05/1992",7,5,1992,1,18,610,10,6.5,NA,NA,NA,NA,"Alto Alachua"
"296","Alachua","Alto","07/05/1992",7,5,1992,2,20,610,11,6.5,NA,NA,NA,NA,"Alto Alachua"
"297","Alachua","Alto","07/05/1992",7,5,1992,3,17,590,8,6,NA,NA,NA,NA,"Alto Alachua"
"298","Alachua","Alto","08/16/1992",8,16,1992,1,17,560,12,6.5,NA,NA,NA,NA,"Alto Alachua"
"299","Alachua","Alto","08/16/1992",8,16,1992,2,15,560,10,7,NA,NA,NA,NA,"Alto Alachua"
"300","Alachua","Alto","08/16/1992",8,16,1992,3,17,500,11,6.3,NA,NA,NA,NA,"Alto Alachua"
"301","Alachua","Alto","09/08/1992",9,8,1992,1,17,580,10,6.3,NA,NA,NA,NA,"Alto Alachua"
"302","Alachua","Alto","09/08/1992",9,8,1992,2,17,660,12,6.5,NA,NA,NA,NA,"Alto Alachua"
"303","Alachua","Alto","09/08/1992",9,8,1992,3,18,610,12,5.5,NA,NA,NA,NA,"Alto Alachua"
"304","Alachua","Alto","10/12/1992",10,12,1992,1,16,590,10,5,NA,NA,NA,NA,"Alto Alachua"
"305","Alachua","Alto","10/12/1992",10,12,1992,2,17,610,14,4.8,NA,NA,NA,NA,"Alto Alachua"
"306","Alachua","Alto","10/12/1992",10,12,1992,3,20,620,18,5.3,NA,NA,NA,NA,"Alto Alachua"
"307","Alachua","Alto","11/25/1992",11,25,1992,1,11,560,10,5.5,NA,NA,NA,NA,"Alto Alachua"
"308","Alachua","Alto","11/25/1992",11,25,1992,2,14,590,12,5.3,NA,NA,NA,NA,"Alto Alachua"
"309","Alachua","Alto","11/25/1992",11,25,1992,3,15,560,13,5,NA,NA,NA,NA,"Alto Alachua"
"310","Alachua","Alto","12/13/1992",12,13,1992,1,12,550,7,4.3,NA,NA,NA,NA,"Alto Alachua"
"311","Alachua","Alto","12/13/1992",12,13,1992,2,12,580,6,4.5,NA,NA,NA,NA,"Alto Alachua"
"312","Alachua","Alto","12/13/1992",12,13,1992,3,13,570,7,5.8,NA,NA,NA,NA,"Alto Alachua"
"313","Alachua","Alto","01/10/1993",1,10,1993,1,13,590,5,5.5,NA,NA,NA,NA,"Alto Alachua"
"314","Alachua","Alto","01/10/1993",1,10,1993,2,12,550,4,5.5,NA,NA,NA,NA,"Alto Alachua"
"315","Alachua","Alto","01/10/1993",1,10,1993,3,14,540,8,6,NA,NA,NA,NA,"Alto Alachua"
"316","Alachua","Alto","02/21/1993",2,21,1993,1,13,560,6,4.5,NA,NA,NA,NA,"Alto Alachua"
"317","Alachua","Alto","02/21/1993",2,21,1993,2,14,470,5,4.8,NA,NA,NA,NA,"Alto Alachua"
"318","Alachua","Alto","02/21/1993",2,21,1993,3,15,600,6,4.5,NA,NA,NA,NA,"Alto Alachua"
"319","Alachua","Alto","03/21/1993",3,21,1993,1,19,650,7,3.8,NA,NA,NA,NA,"Alto Alachua"
"320","Alachua","Alto","03/21/1993",3,21,1993,2,19,620,8,3.8,NA,NA,NA,NA,"Alto Alachua"
"321","Alachua","Alto","03/21/1993",3,21,1993,3,21,590,8,4,NA,NA,NA,NA,"Alto Alachua"
"322","Alachua","Alto","04/20/1993",4,20,1993,1,16,630,9,4,NA,NA,NA,NA,"Alto Alachua"
"323","Alachua","Alto","04/20/1993",4,20,1993,2,17,640,8,4,NA,NA,NA,NA,"Alto Alachua"
"324","Alachua","Alto","04/20/1993",4,20,1993,3,16,690,16,4,NA,NA,NA,NA,"Alto Alachua"
"325","Alachua","Alto","05/18/1993",5,18,1993,1,14,660,7,5,NA,NA,NA,NA,"Alto Alachua"
"326","Alachua","Alto","05/18/1993",5,18,1993,2,13,610,6,4.5,NA,NA,NA,NA,"Alto Alachua"
"327","Alachua","Alto","05/18/1993",5,18,1993,3,16,670,5,4.5,NA,NA,NA,NA,"Alto Alachua"
"328","Alachua","Alto","06/25/1993",6,25,1993,1,25,710,19,6,NA,NA,NA,NA,"Alto Alachua"
"329","Alachua","Alto","06/25/1993",6,25,1993,2,20,660,21,6.3,NA,NA,NA,NA,"Alto Alachua"
"330","Alachua","Alto","06/25/1993",6,25,1993,3,24,680,13,6,NA,NA,NA,NA,"Alto Alachua"
"331","Alachua","Alto","07/22/1993",7,22,1993,1,13,580,10,5.8,NA,NA,NA,NA,"Alto Alachua"
"332","Alachua","Alto","07/22/1993",7,22,1993,2,17,630,13,5.5,NA,NA,NA,NA,"Alto Alachua"
"333","Alachua","Alto","07/22/1993",7,22,1993,3,22,770,15,5.8,NA,NA,NA,NA,"Alto Alachua"
"334","Alachua","Alto","08/28/1993",8,28,1993,1,15,580,11,6.8,NA,NA,NA,NA,"Alto Alachua"
"335","Alachua","Alto","08/28/1993",8,28,1993,2,19,600,10,6.3,NA,NA,NA,NA,"Alto Alachua"
"336","Alachua","Alto","08/28/1993",8,28,1993,3,15,570,16,6.8,NA,NA,NA,NA,"Alto Alachua"
"337","Alachua","Alto","09/26/1993",9,26,1993,1,17,600,6,7,NA,NA,NA,NA,"Alto Alachua"
"338","Alachua","Alto","09/26/1993",9,26,1993,2,15,560,8,7.8,NA,NA,NA,NA,"Alto Alachua"
"339","Alachua","Alto","09/26/1993",9,26,1993,3,13,550,15,8.3,NA,NA,NA,NA,"Alto Alachua"
"340","Alachua","Alto","10/13/1993",10,13,1993,1,19,550,14,8,NA,NA,NA,NA,"Alto Alachua"
"341","Alachua","Alto","10/13/1993",10,13,1993,2,15,560,7,8,NA,NA,NA,NA,"Alto Alachua"
"342","Alachua","Alto","10/13/1993",10,13,1993,3,14,560,6,7.8,NA,NA,NA,NA,"Alto Alachua"
"343","Alachua","Alto","11/14/1993",11,14,1993,1,10,530,4,10,NA,NA,NA,NA,"Alto Alachua"
"344","Alachua","Alto","11/14/1993",11,14,1993,2,10,490,5,8.8,NA,NA,NA,NA,"Alto Alachua"
"345","Alachua","Alto","11/14/1993",11,14,1993,3,12,520,7,7.5,NA,NA,NA,NA,"Alto Alachua"
"346","Alachua","Alto","12/17/1993",12,17,1993,1,11,550,4,9,NA,NA,NA,NA,"Alto Alachua"
"347","Alachua","Alto","12/17/1993",12,17,1993,2,11,510,4,8.5,NA,NA,NA,NA,"Alto Alachua"
"348","Alachua","Alto","12/17/1993",12,17,1993,3,8,510,4,9,NA,NA,NA,NA,"Alto Alachua"
"349","Alachua","Alto","01/17/1994",1,17,1994,1,3,410,4,9.3,NA,NA,NA,NA,"Alto Alachua"
"350","Alachua","Alto","01/17/1994",1,17,1994,2,4,430,4,8.5,NA,NA,NA,NA,"Alto Alachua"
"351","Alachua","Alto","01/17/1994",1,17,1994,3,6,520,4,8.8,NA,NA,NA,NA,"Alto Alachua"
"352","Alachua","Alto","03/19/1994",3,19,1994,1,8,450,5,5.3,NA,NA,NA,NA,"Alto Alachua"
"353","Alachua","Alto","03/19/1994",3,19,1994,2,11,600,5,5.3,NA,NA,NA,NA,"Alto Alachua"
"354","Alachua","Alto","03/19/1994",3,19,1994,3,13,550,4,5.3,NA,NA,NA,NA,"Alto Alachua"
"355","Alachua","Alto","04/19/1994",4,19,1994,1,12,580,4,6,NA,NA,NA,NA,"Alto Alachua"
"356","Alachua","Alto","04/19/1994",4,19,1994,2,9,560,4,6.3,NA,NA,NA,NA,"Alto Alachua"
"357","Alachua","Alto","04/19/1994",4,19,1994,3,14,590,5,6,NA,NA,NA,NA,"Alto Alachua"
"358","Alachua","Alto","05/18/1994",5,18,1994,1,19,670,5,6.5,NA,NA,NA,NA,"Alto Alachua"
"359","Alachua","Alto","05/18/1994",5,18,1994,2,13,580,4,6.8,NA,NA,NA,NA,"Alto Alachua"
"360","Alachua","Alto","05/18/1994",5,18,1994,3,9,570,5,6.3,NA,NA,NA,NA,"Alto Alachua"
"361","Alachua","Alto","06/13/1994",6,13,1994,1,22,580,6,6,NA,NA,NA,NA,"Alto Alachua"
"362","Alachua","Alto","06/13/1994",6,13,1994,2,15,580,6,7,NA,NA,NA,NA,"Alto Alachua"
"363","Alachua","Alto","06/13/1994",6,13,1994,3,15,570,5,6.3,NA,NA,NA,NA,"Alto Alachua"
"364","Alachua","Alto","07/11/1994",7,11,1994,1,15,640,5,7.8,NA,NA,NA,NA,"Alto Alachua"
"365","Alachua","Alto","07/11/1994",7,11,1994,2,18,650,8,7.8,NA,NA,NA,NA,"Alto Alachua"
"366","Alachua","Alto","07/11/1994",7,11,1994,3,18,670,4,8,NA,NA,NA,NA,"Alto Alachua"
"367","Alachua","Alto","08/09/1994",8,9,1994,1,17,570,6,6,NA,NA,NA,NA,"Alto Alachua"
"368","Alachua","Alto","08/09/1994",8,9,1994,2,16,670,6,5.8,NA,NA,NA,NA,"Alto Alachua"
"369","Alachua","Alto","08/09/1994",8,9,1994,3,14,600,7,6,NA,NA,NA,NA,"Alto Alachua"
"370","Alachua","Alto","09/20/1994",9,20,1994,1,11,540,4,8,NA,NA,NA,NA,"Alto Alachua"
"371","Alachua","Alto","09/20/1994",9,20,1994,2,12,550,5,8.8,NA,NA,NA,NA,"Alto Alachua"
"372","Alachua","Alto","09/20/1994",9,20,1994,3,11,570,4,8.8,NA,NA,NA,NA,"Alto Alachua"
"373","Alachua","Alto","10/14/1994",10,14,1994,1,10,510,5,9.5,NA,NA,NA,NA,"Alto Alachua"
"374","Alachua","Alto","10/14/1994",10,14,1994,2,7,470,3,8.8,NA,NA,NA,NA,"Alto Alachua"
"375","Alachua","Alto","10/14/1994",10,14,1994,3,9,470,4,10.3,NA,NA,NA,NA,"Alto Alachua"
"376","Alachua","Alto","11/06/1994",11,6,1994,1,8,500,3,10,NA,NA,NA,NA,"Alto Alachua"
"377","Alachua","Alto","11/06/1994",11,6,1994,2,6,470,4,10.3,NA,NA,NA,NA,"Alto Alachua"
"378","Alachua","Alto","11/06/1994",11,6,1994,3,8,460,4,10,NA,NA,NA,NA,"Alto Alachua"
"379","Alachua","Alto","12/06/1994",12,6,1994,1,12,490,3,9.5,NA,NA,NA,NA,"Alto Alachua"
"380","Alachua","Alto","12/06/1994",12,6,1994,2,12,520,4,10,NA,NA,NA,NA,"Alto Alachua"
"381","Alachua","Alto","12/06/1994",12,6,1994,3,7,510,4,9,NA,NA,NA,NA,"Alto Alachua"
"382","Alachua","Alto","01/13/1995",1,13,1995,1,11,580,8,6.3,NA,NA,NA,NA,"Alto Alachua"
"383","Alachua","Alto","01/13/1995",1,13,1995,2,13,620,7,6.3,NA,NA,NA,NA,"Alto Alachua"
"384","Alachua","Alto","01/13/1995",1,13,1995,3,14,550,9,6.3,NA,NA,NA,NA,"Alto Alachua"
"385","Alachua","Alto","02/13/1995",2,13,1995,1,15,640,6,3.8,NA,NA,NA,NA,"Alto Alachua"
"386","Alachua","Alto","02/13/1995",2,13,1995,2,16,620,5,4,NA,NA,NA,NA,"Alto Alachua"
"387","Alachua","Alto","02/13/1995",2,13,1995,3,17,560,5,4,NA,NA,NA,NA,"Alto Alachua"
"388","Alachua","Alto","03/20/1995",3,20,1995,1,20,400,12,3.5,NA,NA,NA,NA,"Alto Alachua"
"389","Alachua","Alto","03/20/1995",3,20,1995,2,19,590,11,3.8,NA,NA,NA,NA,"Alto Alachua"
"390","Alachua","Alto","03/20/1995",3,20,1995,3,23,600,8,3.8,NA,NA,NA,NA,"Alto Alachua"
"391","Alachua","Alto","04/10/1995",4,10,1995,1,45,840,10,3.5,NA,NA,NA,NA,"Alto Alachua"
"392","Alachua","Alto","04/10/1995",4,10,1995,2,48,860,27,3.3,NA,NA,NA,NA,"Alto Alachua"
"393","Alachua","Alto","04/10/1995",4,10,1995,3,20,670,6,3.8,NA,NA,NA,NA,"Alto Alachua"
"394","Alachua","Alto","05/17/1995",5,17,1995,1,22,590,12,5,NA,NA,NA,NA,"Alto Alachua"
"395","Alachua","Alto","05/17/1995",5,17,1995,2,19,580,9,4.8,NA,NA,NA,NA,"Alto Alachua"
"396","Alachua","Alto","05/17/1995",5,17,1995,3,17,550,6,5,NA,NA,NA,NA,"Alto Alachua"
"397","Alachua","Alto","06/18/1995",6,18,1995,1,20,590,15,4.3,NA,NA,NA,NA,"Alto Alachua"
"398","Alachua","Alto","06/18/1995",6,18,1995,2,22,630,12,4.3,NA,NA,NA,NA,"Alto Alachua"
"399","Alachua","Alto","06/18/1995",6,18,1995,3,22,620,14,4.3,NA,NA,NA,NA,"Alto Alachua"
"400","Alachua","Alto","07/04/1995",7,4,1995,1,22,600,17,6,NA,NA,NA,NA,"Alto Alachua"
"401","Alachua","Alto","07/04/1995",7,4,1995,2,19,580,11,6,NA,NA,NA,NA,"Alto Alachua"
"402","Alachua","Alto","07/04/1995",7,4,1995,3,17,580,14,6.3,NA,NA,NA,NA,"Alto Alachua"
"403","Alachua","Alto","08/08/1995",8,8,1995,1,14,460,12,7,NA,NA,NA,NA,"Alto Alachua"
"404","Alachua","Alto","08/08/1995",8,8,1995,2,18,570,13,7,NA,NA,NA,NA,"Alto Alachua"
"405","Alachua","Alto","08/08/1995",8,8,1995,3,30,790,21,6,NA,NA,NA,NA,"Alto Alachua"
"406","Alachua","Alto","09/14/1995",9,14,1995,1,13,530,16,7.3,NA,NA,NA,NA,"Alto Alachua"
"407","Alachua","Alto","09/14/1995",9,14,1995,2,9,520,9,7.3,NA,NA,NA,NA,"Alto Alachua"
"408","Alachua","Alto","09/14/1995",9,14,1995,3,11,520,9,7.8,NA,NA,NA,NA,"Alto Alachua"
"409","Alachua","Alto","10/14/1995",10,14,1995,1,13,480,12,6.5,NA,NA,NA,NA,"Alto Alachua"
"410","Alachua","Alto","10/14/1995",10,14,1995,2,13,510,8,6.8,NA,NA,NA,NA,"Alto Alachua"
"411","Alachua","Alto","10/14/1995",10,14,1995,3,16,520,10,6.5,NA,NA,NA,NA,"Alto Alachua"
"412","Alachua","Alto","11/27/1995",11,27,1995,1,10,510,6,7,NA,NA,NA,NA,"Alto Alachua"
"413","Alachua","Alto","11/27/1995",11,27,1995,2,11,460,4,8.5,NA,NA,NA,NA,"Alto Alachua"
"414","Alachua","Alto","11/27/1995",11,27,1995,3,15,530,7,8,NA,NA,NA,NA,"Alto Alachua"
"415","Alachua","Alto","12/13/1995",12,13,1995,1,10,510,6,8,NA,NA,NA,NA,"Alto Alachua"
"416","Alachua","Alto","12/13/1995",12,13,1995,2,12,470,5,7.5,NA,NA,NA,NA,"Alto Alachua"
"417","Alachua","Alto","12/13/1995",12,13,1995,3,11,530,4,8,NA,NA,NA,NA,"Alto Alachua"
"418","Alachua","Alto","01/11/1996",1,11,1996,1,10,460,7,6.5,NA,NA,NA,NA,"Alto Alachua"
"419","Alachua","Alto","01/11/1996",1,11,1996,2,7,440,7,6.5,NA,NA,NA,NA,"Alto Alachua"
"420","Alachua","Alto","01/11/1996",1,11,1996,3,7,440,5,6.3,NA,NA,NA,NA,"Alto Alachua"
"421","Alachua","Alto","02/22/1996",2,22,1996,1,13,530,9,6.8,NA,NA,NA,NA,"Alto Alachua"
"422","Alachua","Alto","02/22/1996",2,22,1996,2,12,470,7,6.5,NA,NA,NA,NA,"Alto Alachua"
"423","Alachua","Alto","02/22/1996",2,22,1996,3,10,450,5,6.8,NA,NA,NA,NA,"Alto Alachua"
"424","Alachua","Alto","03/14/1996",3,14,1996,1,12,500,7,5,NA,NA,NA,NA,"Alto Alachua"
"425","Alachua","Alto","03/14/1996",3,14,1996,2,14,490,7,5,NA,NA,NA,NA,"Alto Alachua"
"426","Alachua","Alto","03/14/1996",3,14,1996,3,12,510,7,5.3,NA,NA,NA,NA,"Alto Alachua"
"427","Alachua","Alto","04/25/1996",4,25,1996,1,16,550,8,5,NA,NA,NA,NA,"Alto Alachua"
"428","Alachua","Alto","04/25/1996",4,25,1996,2,17,530,9,5.3,NA,NA,NA,NA,"Alto Alachua"
"429","Alachua","Alto","04/25/1996",4,25,1996,3,20,550,11,5,NA,NA,NA,NA,"Alto Alachua"
"430","Alachua","Alto","05/06/1996",5,6,1996,1,19,580,9,6,NA,NA,NA,NA,"Alto Alachua"
"431","Alachua","Alto","05/06/1996",5,6,1996,2,16,510,5,6,NA,NA,NA,NA,"Alto Alachua"
"432","Alachua","Alto","05/06/1996",5,6,1996,3,15,500,5,6,NA,NA,NA,NA,"Alto Alachua"
"433","Alachua","Alto","06/13/1996",6,13,1996,1,21,570,12,5.8,NA,NA,NA,NA,"Alto Alachua"
"434","Alachua","Alto","06/13/1996",6,13,1996,2,20,550,10,5.5,NA,NA,NA,NA,"Alto Alachua"
"435","Alachua","Alto","06/13/1996",6,13,1996,3,22,530,12,5,NA,NA,NA,NA,"Alto Alachua"
"436","Alachua","Alto","07/16/1996",7,16,1996,1,18,640,17,6.3,NA,NA,NA,NA,"Alto Alachua"
"437","Alachua","Alto","07/16/1996",7,16,1996,2,17,530,12,6,NA,NA,NA,NA,"Alto Alachua"
"438","Alachua","Alto","07/16/1996",7,16,1996,3,17,620,12,6,NA,NA,NA,NA,"Alto Alachua"
"439","Alachua","Alto","08/05/1996",8,5,1996,1,18,720,20,5.3,NA,NA,NA,NA,"Alto Alachua"
"440","Alachua","Alto","08/05/1996",8,5,1996,2,17,660,17,5.3,NA,NA,NA,NA,"Alto Alachua"
"441","Alachua","Alto","08/05/1996",8,5,1996,3,22,680,23,5,NA,NA,NA,NA,"Alto Alachua"
"442","Alachua","Alto","09/02/1996",9,2,1996,1,17,650,18,6.5,NA,NA,NA,NA,"Alto Alachua"
"443","Alachua","Alto","09/02/1996",9,2,1996,2,20,680,19,6.5,NA,NA,NA,NA,"Alto Alachua"
"444","Alachua","Alto","09/02/1996",9,2,1996,3,16,610,15,7,NA,NA,NA,NA,"Alto Alachua"
"445","Alachua","Alto","10/11/1996",10,11,1996,1,10,470,12,6.5,NA,NA,NA,NA,"Alto Alachua"
"446","Alachua","Alto","10/11/1996",10,11,1996,2,8,460,9,8,NA,NA,NA,NA,"Alto Alachua"
"447","Alachua","Alto","10/11/1996",10,11,1996,3,9,440,10,8.3,NA,NA,NA,NA,"Alto Alachua"
"448","Alachua","Alto","11/18/1996",11,18,1996,1,11,470,9,9.3,NA,NA,NA,NA,"Alto Alachua"
"449","Alachua","Alto","11/18/1996",11,18,1996,2,10,470,8,9.5,NA,NA,NA,NA,"Alto Alachua"
"450","Alachua","Alto","11/18/1996",11,18,1996,3,8,430,6,9.5,NA,NA,NA,NA,"Alto Alachua"
"451","Alachua","Alto","12/03/1996",12,3,1996,1,9,430,7,9.8,NA,NA,NA,NA,"Alto Alachua"
"452","Alachua","Alto","12/03/1996",12,3,1996,2,7,430,5,10.5,NA,NA,NA,NA,"Alto Alachua"
"453","Alachua","Alto","12/03/1996",12,3,1996,3,8,430,5,10,NA,NA,NA,NA,"Alto Alachua"
"454","Alachua","Alto","01/02/1997",1,2,1997,1,11,300,4,10,NA,NA,NA,NA,"Alto Alachua"
"455","Alachua","Alto","01/02/1997",1,2,1997,2,9,420,4,9.5,NA,NA,NA,NA,"Alto Alachua"
"456","Alachua","Alto","01/02/1997",1,2,1997,3,12,500,4,10,NA,NA,NA,NA,"Alto Alachua"
"457","Alachua","Alto","02/02/1997",2,2,1997,1,15,470,9,6.5,NA,NA,NA,NA,"Alto Alachua"
"458","Alachua","Alto","02/02/1997",2,2,1997,2,13,500,7,6.3,NA,NA,NA,NA,"Alto Alachua"
"459","Alachua","Alto","02/02/1997",2,2,1997,3,13,450,7,6.3,NA,NA,NA,NA,"Alto Alachua"
"460","Alachua","Alto","03/09/1997",3,9,1997,1,14,440,6,6.5,NA,NA,NA,NA,"Alto Alachua"
"461","Alachua","Alto","03/09/1997",3,9,1997,2,11,440,6,6.5,NA,NA,NA,NA,"Alto Alachua"
"462","Alachua","Alto","03/09/1997",3,9,1997,3,14,490,7,6,NA,NA,NA,NA,"Alto Alachua"
"463","Alachua","Alto","04/10/1997",4,10,1997,1,17,510,9,5,NA,NA,NA,NA,"Alto Alachua"
"464","Alachua","Alto","04/10/1997",4,10,1997,2,17,470,8,4.8,NA,NA,NA,NA,"Alto Alachua"
